gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,1,1.1995681100227022,1,0,-1.494697645362677,-0.46222510660382665,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,1.5663126948626918,1,0,1.0180933932496108,2.001908635334163,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,-0.5119066192305812,0,1,-1.3468864077972482,-0.7994429419639699,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,1.3218163049693654,1,1,0.8520133510412641,1.5949662990227795,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,-1.2046463905950056,1,0,-0.32051174694966483,-0.9390237897554226,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,1.4440644999160286,1,1,0.5796420818195751,1.469976396277537,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0,-1.163896992279451,1,0,-1.4930368449405937,-0.9714359041276506,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,1.0365705167604848,1,1,0.9732517818533569,1.453957120767466,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,-1.1231475939638966,1,1,-0.5181469971775976,-0.9094243876812589,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1.607062093178246,1,1,0.18769318220787667,1.1907048291204885,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.26741022933725495,1,0,-0.526450999288015,-0.46785053119995573,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.2046463905950056,1,0,-0.6775838376976105,-0.9577019573597574,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.2266608310217006,1,1,-1.5146272504276788,-0.8093533579516817,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,-1.2861451872261143,1,1,0.5065668632479025,-0.9763581506492635,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.01783555887162562,1,0,-1.3053663972451615,-0.6485672963506021,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,-0.5526560175461356,1,1,0.27239400373413347,-0.3782832239584632,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,-0.30815962765280935,1,1,1.2555878536075467,0.1574945201931733,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1,0,1,0,-0.43040782259947247,1,1,0.6676645041899987,-0.18816145206116353,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-1.0008993990172337,1,1,0.9865381852300249,-0.6862752205965297,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,1,0.4660789403427237,1,0,-1.494697645362677,-0.6332951475447048,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,0.9143223218138218,1,0,-0.30888614399508046,0.36475625765680386,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,0.5475777369738324,1,1,1.1243846202629524,0.994584069274973,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,0,0,-1.2453957889105598,1,1,-0.35040615454716717,-0.9732597722584266,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.43040782259947247,1,0,0.0016835349345279253,-0.3842382632770217,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,1,0,0.4253295420271693,1,1,1.1957990384125419,0.9170147379299121,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,-1.041648797332788,1,0,-0.07305248405922815,-0.8277898080929016,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,1,0,-1.2861451872261143,1,1,0.3122532138641368,-0.978929145484213,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-1.1231475939638966,1,1,0.6826117079887499,-0.8320967737993129,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0,0,1,1,1.0365705167604848,1,1,-0.6941918419184452,0.04887548199525945,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,0,0,-0.3489090259683637,1,1,0.6958981113654179,-0.08556337612629389,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.5934054158616899,1,0,-1.5063232483172613,-0.8308881864837383,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,0.9143223218138218,1,1,0.29896681048746887,0.7693473422815241,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,1.0365705167604848,1,0,-0.15609250516340156,0.5546143377761599,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,0,-1.163896992279451,1,1,0.4700292539620663,-0.8721998983615611,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0,0,1,1,0.22158255044939748,1,0,-1.5079840487393448,-0.6762549330346749,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,-1.2453957889105598,1,0,-1.5146272504276788,-0.9893889193426406,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.5475777369738324,1,0,-0.35372775539133416,0.0695752865638281,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
0,0,1,0,1.4440644999160286,1,1,0.8287621451320953,1.6139960556643724,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,-0.5526560175461356,1,1,0.6975589117875013,-0.3381361507665576,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
0,0,1,0,1.5255632965471373,0,1,-0.5031997933788463,0.4695297907597076,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.7920741268671586,1,1,0.5298180691570711,0.8491360794242766,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,1,0,0.8735729234982674,1,0,1.4797959105888148,1.6775677484635965,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,1,1,1.4440644999160286,1,1,0.2657508020457995,1.2574408232550354,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.058584957187179994,1,0,0.675968506300416,0.2613890807029321,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0.6698259319204956,1,1,1.0097893911391935,1.0161408721218583,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,1.5255632965471373,1,1,1.2207110447437939,2.095233550411351,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,1.5255632965471373,1,0,1.6525191544854956,2.4349564576619582,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,0,1,1.1995681100227022,1,1,-1.348547208219332,-0.39063278889215275,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,-1.163896992279451,1,1,0.32055721597455417,-0.8791657561622366,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.01783555887162562,1,1,-0.1361629000983999,-0.11777772166506434,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,-0.5119066192305812,1,0,1.0562918029575303,-0.20881730800007495,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,-0.38965842428391806,1,0,0.8354053468204293,-0.1128994237731086,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,1.5663126948626918,1,1,0.03988194464244789,1.0506844950324636,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0.26233194876495186,1,1,1.160922229548789,0.6440937477583378,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1,0,1,0,-0.38965842428391806,1,0,-1.5179488512718458,-0.7979486885556232,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.6698259319204956,1,1,1.1908166371462912,1.1187169737418996,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0.6698259319204956,1,0,-1.4797504415639258,-0.6156937213669728,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0,1,-1.2861451872261143,1,1,0.8586565527295975,-0.9716995959055941,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,1,0,0,-0.7564030091239073,1,1,0.46338605227373236,-0.5273789500707121,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,-0.8786512040705705,1,0,-0.15775330558548495,-0.720269485636419,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,1.607062093178246,1,1,1.0712390067562816,2.1232727761326826,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,1,0,0.4660789403427237,1,1,0.9998245886066923,0.7729291555985908,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,-0.06366323775948311,1,1,-0.5247901988659314,-0.35303473622036824,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1,-0.715653610808353,1,0,0.019952339577445983,-0.5677457664109039,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,-0.3489090259683637,1,1,1.3004294650038004,0.08473756379558223,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0,-0.022913839443928746,1,0,-0.34376295285883346,-0.20732305459172823,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1,-1.0008993990172337,0,1,-0.8802014891917938,-0.8662448590430026,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,0,1.5663126948626918,1,1,1.388451887374224,2.338665010082905,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,1.4848138982315828,0,1,-0.6991742431846956,0.2892964605352911,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.26233194876495186,1,1,-1.4996800466289273,-0.6359540396389689,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,-1.163896992279451,1,1,0.461725251851649,-0.8798909085515814,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1,1,1,0,0.832823525182713,1,1,-0.1643965072738189,0.4077599917764311,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
1,1,0,0,-1.2861451872261143,1,1,0.46836845353998247,-0.9768635598903219,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,-0.7564030091239073,1,1,1.1808518346137906,-0.3895120988358927,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,-0.8786512040705705,1,1,-0.33047654948216576,-0.7443533346885965,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.0823981956483424,0,1,-0.053122878994226484,-0.8583341057046961,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,1.4440644999160286,1,0,-1.5079840487393448,-0.37804150649534823,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-1.2453957889105598,1,0,-1.4996800466289273,-0.988949433046068,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,-0.5526560175461356,1,0,0.8187973425995947,-0.2376695833700651,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
1,0,0,0,-1.0823981956483424,1,1,0.675968506300416,-0.7965203580917622,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0,1.0365705167604848,1,1,1.0895078113991998,1.3874408697812057,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,0,0,1,-1.2861451872261143,0,1,-1.1176959495497296,-0.9978490305516629,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,-1.2861451872261143,1,0,-0.6842270393859445,-0.9921137343813905,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0.832823525182713,1,1,1.1094374164642016,1.2515077582513054,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
0,1,0,0,0.506828338658278,1,1,0.6875941092550005,0.6487962511316644,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1.0365705167604848,1,1,0.6410916974366633,1.149063502520236,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0.01783555887162562,1,0,-1.4747680402976753,-0.7082715097399875,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,1,-0.38965842428391806,0,1,-1.1509119579913991,-0.7133256021505722,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,-0.1044126360750375,1,1,-0.48493098873592827,-0.340311607934592,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,-1.0823981956483424,1,1,0.15945957503245742,-0.8455670287892626,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-1.1231475939638966,1,1,-0.37199656003425247,-0.8868347920374281,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.14516203439059186,1,1,1.122723819840869,0.22205505715968585,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,-1.2861451872261143,1,0,-1.526252853382263,-1.0032547119995054,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2861451872261143,1,1,0.6792901071445833,-0.9740728219070861,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,-0.7564030091239073,1,0,-1.4814112419860093,-0.8831211328313898,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1.2810669066538112,1,0,-1.3319392039984972,-0.3104265397676563,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.506828338658278,1,1,-1.3402432061089145,-0.4968566267737462,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,-1.2453957889105598,1,1,0.5032452624037357,-0.926124866951017,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.3845801437116149,1,1,1.3353062738675532,0.9224423936925836,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,1,0.832823525182713,1,1,0.4567428505853984,0.7210258239733685,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.5883271352893868,1,1,1.6093383435113255,1.3254733019644713,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0,-1.2861451872261143,1,1,0.3803460311695589,-0.9780281985762393,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,0.5475777369738324,1,0,-1.3319392039984972,-0.49531842473574217,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1.2403175083382567,1,0,1.4366150996146447,1.9681341134425605,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
0,0,1,1,1.607062093178246,1,1,0.1810499805195427,1.2586274362557812,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0,-1.041648797332788,1,1,-0.4550365811384259,-0.8273283474815004,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.06366323775948311,1,0,0.4716900543841497,0.08585825385184219,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,-1.2861451872261143,1,1,0.15447717376620732,-0.9810167053929327,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,-1.2861451872261143,1,1,0.3139140142862202,-0.9789071711693845,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,0,0,1,-1.2861451872261143,1,0,0.15779877461037406,-0.9809727567632756,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,-0.6341548141772443,1,0,0.024934740843696578,-0.5232697531977585,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,0,1,1,-1.2861451872261143,1,1,-1.4897152440964267,-1.0027712770732757,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.8379018057550162,1,1,0.4966020607154017,-0.5530669241053796,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,0,1,1,1.2403175083382567,1,1,0.5082276636699858,1.140251802273956,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,1,0,1.4440644999160286,1,1,1.33862787471172,2.196469218826846,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,1,1,0,-1.2046463905950056,1,1,0.9832165843858577,-0.8887685317423476,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.9194006023861249,1,1,0.6992197122095847,-0.6450514059780214,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
1,1,1,0,0.9143223218138218,1,0,-0.1660573076959023,0.4457535821151309,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-1.163896992279451,1,1,-0.1228764967217322,-0.9020190435840109,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,-1.2861451872261143,1,1,0.5165316657804031,-0.9762263047602916,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,0.7920741268671586,1,1,-0.058105280260476844,0.4573340460298184,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0.7105753302360499,1,0,-1.501340847051011,-0.5663394102618716,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.9958211184449305,0,1,-0.8536286824384584,-0.0836735850510319,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,1.1180693133915935,1,1,1.0944902126654503,1.566839176042134,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,1,0,1.5255632965471373,1,1,1.5943911397125743,2.4988138165539553,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,-0.5526560175461356,1,1,1.0562918029575303,-0.2455803367083716,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0.1808331521338431,0,0,-1.2090399727643204,-0.5837650419209746,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,-1.1231475939638966,1,1,0.5314788695791545,-0.8404030648045347,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
1,0,0,0,0.09933435550273437,1,0,-1.469785639031425,-0.6864510151151587,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.43040782259947247,0,1,-0.7058174448730296,-0.6145071083662268,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
